order_id,customer_id,order_date,order_timestamp,status,payment_method,shipping_city,shipping_state,shipping_zip,subtotal,shipping_cost,tax,total
6226,11731,2024-04-15,2024-04-15 12:28:14,completed,debit_card,East Krystal,IL,89944,301.96,0.0,17.76,319.72
6227,2778,2023-05-22,2023-05-22 22:06:07,completed,credit_card,Kristyside,DE,78436,49.91,4.44,2.98,57.33
6228,78,2024-06-06,2024-06-06 13:58:51,returned,credit_card,Port Robertberg,NJ,09784,74.06,0.0,5.11,79.17
6229,906,2024-02-16,2024-02-16 10:59:18,delivered,apple_pay,East Johnhaven,VI,75297,29.01,9.68,2.03,40.72
6230,6678,2024-07-10,2024-07-10 10:48:24,cancelled,apple_pay,Ginaborough,NC,55639,3178.86,0.0,288.34,3467.2
6231,7512,2023-12-05,2023-12-05 18:08:06,cancelled,credit_card,Bishopstad,GU,37675,433.89,0.0,28.87,462.76
6232,8419,2024-11-28,2024-11-28 16:24:01,shipped,debit_card,Reynoldsbury,MS,10251,565.05,0.0,43.74,608.79
6233,3235,2024-06-04,2024-06-04 08:10:42,delivered,google_pay,South Pamelaland,NJ,60540,206.66,0.0,10.93,217.59
6234,10278,2024-02-29,2024-02-29 06:55:56,shipped,paypal,New Heatherview,OH,36218,4.43,4.57,0.33,9.33
6235,1708,2024-11-27,2024-11-27 13:10:58,delivered,debit_card,Butlerfort,SD,04108,338.16,0.0,21.17,359.33
6236,6101,2023-01-20,2023-01-20 20:36:04,delivered,debit_card,New Jared,MT,05644,2162.27,0.0,156.44,2318.71
6237,5757,2023-11-20,2023-11-20 13:59:50,completed,credit_card,Gouldport,DE,33579,175.49,0.0,8.94,184.43
6238,10763,2024-10-19,2024-10-19 13:02:37,cancelled,paypal,Williamland,NY,74544,1543.48,0.0,90.21,1633.69
6239,8981,2023-06-04,2023-06-04 21:52:12,shipped,credit_card,East Brooke,GA,74628,3636.26,0.0,264.69,3900.95
6240,789,2023-12-08,2023-12-08 15:15:25,completed,paypal,West Kimberly,IL,30710,1538.5,0.0,143.95,1682.45
6241,7969,2024-12-12,2024-12-12 12:41:19,delivered,credit_card,East Brian,AR,59991,125.66,0.0,10.63,136.29
6242,3223,2024-05-08,2024-05-08 17:48:32,completed,google_pay,North Kevinchester,WV,34082,43.64,9.45,2.54,55.63
6243,3235,2024-10-24,2024-10-24 08:03:23,pending,credit_card,South Pamelaland,NJ,60540,1844.8,0.0,155.06,1999.86
6244,4494,2024-06-24,2024-06-24 11:29:46,delivered,credit_card,Holmesberg,PA,22694,106.11,0.0,7.9,114.01
6245,9565,2024-06-25,2024-06-25 16:15:21,returned,apple_pay,Benjaminmouth,MN,64724,533.9,0.0,31.43,565.33
6246,3235,2024-01-01,2024-01-01 11:07:17,cancelled,paypal,South Pamelaland,NJ,60540,1123.62,0.0,97.77,1221.39
6247,172,2023-10-31,2023-10-31 10:04:27,shipped,paypal,Townsendborough,KY,07456,241.79,0.0,14.1,255.89
6248,8257,2023-08-19,2023-08-19 21:47:08,completed,apple_pay,East Scottbury,ME,70118,64.78,0.0,4.81,69.59
6249,22,2023-07-01,2023-07-01 18:12:09,shipped,paypal,Anthonybury,TX,75893,54.19,0.0,3.96,58.15
6250,11036,2023-11-25,2023-11-25 14:44:01,completed,apple_pay,New Dylanborough,DC,17663,67.22,0.0,5.26,72.48
6251,6290,2023-12-17,2023-12-17 20:09:18,completed,paypal,Lake Stephanie,NE,11043,611.02,0.0,55.38,666.4
6252,3235,2024-05-02,2024-05-02 07:10:52,delivered,debit_card,South Pamelaland,NJ,60540,252.84,0.0,22.38,275.22
6253,10450,2024-12-05,2024-12-05 19:56:28,shipped,paypal,Kingmouth,SC,30924,930.79,0.0,52.04,982.83
6254,4172,2023-02-22,2023-02-22 10:15:21,delivered,google_pay,Austinton,NM,95783,308.14,0.0,15.64,323.78
6255,10913,2024-04-23,2024-04-23 10:45:41,delivered,credit_card,New Blake,TN,48717,482.53,0.0,31.32,513.85
6256,8281,2023-02-23,2023-02-23 13:44:50,shipped,paypal,South Stephanie,MD,87759,3295.66,0.0,181.68,3477.34
6257,4046,2023-08-31,2023-08-31 17:03:56,delivered,debit_card,West Michaelshire,MD,62381,121.32,0.0,9.87,131.19
6258,10946,2023-07-10,2023-07-10 19:51:25,completed,debit_card,North Curtisfort,SC,68344,124.76,0.0,7.41,132.17
6259,3235,2024-08-21,2024-08-21 18:11:02,returned,paypal,South Pamelaland,NJ,60540,1384.23,0.0,72.93,1457.16
6260,5691,2023-02-17,2023-02-17 05:21:54,delivered,credit_card,Port Benjaminfurt,MA,13079,1589.15,0.0,81.63,1670.78
6261,8917,2023-09-11,2023-09-11 10:25:41,delivered,apple_pay,East Erikaburgh,MD,11771,1770.0,0.0,169.82,1939.82
6262,4373,2023-06-06,2023-06-06 19:51:34,returned,paypal,Lake Catherine,NE,19302,1195.31,0.0,112.81,1308.12
6263,560,2023-11-04,2023-11-04 22:59:19,returned,debit_card,Nunezborough,IL,63894,154.23,0.0,13.98,168.21
6264,6831,2023-03-23,2023-03-23 11:21:05,shipped,debit_card,North Lisa,ID,03748,2354.74,0.0,205.91,2560.65
6265,5935,2023-10-28,2023-10-28 18:47:46,returned,credit_card,Lake Joshuaport,VA,19555,4069.41,0.0,246.33,4315.74
6266,7408,2024-01-04,2024-01-04 12:35:07,completed,paypal,Dominiqueview,WI,63821,2586.34,0.0,142.07,2728.41
6267,281,2023-08-04,2023-08-04 13:47:32,delivered,credit_card,Odonnellfurt,AL,49606,615.82,0.0,34.37,650.19
6268,11519,2023-04-26,2023-04-26 19:07:06,completed,paypal,East Kenneth,MI,56357,1098.01,0.0,105.93,1203.94
6269,3235,2024-01-05,2024-01-05 09:52:28,completed,credit_card,South Pamelaland,NJ,60540,988.99,0.0,54.21,1043.2
6270,10902,2024-06-06,2024-06-06 18:37:35,completed,debit_card,Sarahmouth,RI,57806,464.13,0.0,31.11,495.24
6271,5767,2023-10-13,2023-10-13 12:25:13,completed,credit_card,Elizabethstad,AZ,65870,27.45,6.73,2.14,36.32
6272,3944,2024-02-04,2024-02-04 14:39:16,delivered,credit_card,Davidburgh,ID,80212,236.64,0.0,13.64,250.28
6273,2990,2023-11-05,2023-11-05 17:33:09,shipped,credit_card,Michaelfort,DE,64038,361.65,0.0,29.16,390.81
6274,6101,2024-06-26,2024-06-26 17:42:39,delivered,debit_card,New Jared,MT,05644,697.91,0.0,37.85,735.76
6275,3956,2023-06-07,2023-06-07 19:08:25,refunded,credit_card,New Joseph,NM,66644,976.9,0.0,73.6,1050.5
6276,6857,2024-11-30,2024-11-30 15:37:37,refunded,paypal,Robinsonview,NY,57324,402.34,0.0,21.75,424.09
6277,343,2024-10-04,2024-10-04 18:54:26,refunded,credit_card,West Chelseaburgh,OK,82485,1561.47,0.0,153.56,1715.03
6278,5372,2023-07-11,2023-07-11 18:00:13,shipped,credit_card,New Dianaside,VI,83980,755.15,0.0,44.26,799.41
6279,3235,2024-11-25,2024-11-25 15:23:53,refunded,credit_card,South Pamelaland,NJ,60540,49.87,4.77,3.18,57.82
6280,3222,2023-04-01,2023-04-01 15:05:37,completed,debit_card,Lake Douglas,CA,98592,1030.14,0.0,66.76,1096.9
6281,7642,2023-09-21,2023-09-21 10:07:22,completed,credit_card,North Sandra,ID,32928,198.0,0.0,18.43,216.43
6282,5242,2024-03-11,2024-03-11 03:58:25,shipped,debit_card,Lake Kimberlyview,UT,90001,1453.47,0.0,81.94,1535.41
6283,3885,2023-08-01,2023-08-01 19:22:33,delivered,debit_card,South Spencer,OH,37409,1111.72,0.0,83.36,1195.08
6284,3235,2024-07-25,2024-07-25 11:09:35,cancelled,paypal,South Pamelaland,NJ,60540,240.22,0.0,22.77,262.99
6285,3235,2024-07-18,2024-07-18 16:08:59,returned,credit_card,South Pamelaland,NJ,60540,283.26,0.0,16.71,299.97
6286,10478,2023-10-30,2023-10-30 11:55:08,delivered,credit_card,West Peter,OH,37982,486.93,0.0,29.33,516.26
6287,8676,2024-07-14,2024-07-14 11:22:12,completed,credit_card,Williamville,AZ,56750,139.54,0.0,11.21,150.75
6288,1619,2023-11-30,2023-11-30 10:50:03,completed,credit_card,Hoganport,UT,82413,2522.56,0.0,148.66,2671.22
6289,8518,2023-05-08,2023-05-08 12:54:38,completed,paypal,New Joseph,OH,29074,597.01,0.0,36.64,633.65
6290,6723,2023-04-12,2023-04-12 15:54:52,delivered,credit_card,South Dorothyside,FL,16248,919.39,0.0,57.63,977.02
6291,5302,2023-07-01,2023-07-01 07:40:53,shipped,credit_card,Mccartymouth,MN,07048,59.06,0.0,5.55,64.61
6292,3235,2024-12-18,2024-12-18 17:01:03,returned,paypal,South Pamelaland,NJ,60540,730.77,0.0,52.66,783.43
6293,9030,2024-06-27,2024-06-27 16:23:37,delivered,debit_card,Richbury,MO,01096,128.76,0.0,9.92,138.68
6294,3235,2024-05-26,2024-05-26 12:44:41,completed,apple_pay,South Pamelaland,NJ,60540,257.1,0.0,25.51,282.61
6295,3235,2024-11-20,2024-11-20 17:37:31,cancelled,credit_card,South Pamelaland,NJ,60540,1592.96,0.0,133.28,1726.24
6296,8654,2023-11-28,2023-11-28 21:11:06,delivered,gift_card,Williamshaven,MH,13965,485.91,0.0,43.11,529.02
6297,3638,2023-11-25,2023-11-25 13:34:11,completed,credit_card,South Brent,LA,19452,2742.4,0.0,255.51,2997.91
6298,10450,2024-06-09,2024-06-09 15:31:35,returned,apple_pay,Kingmouth,SC,30924,827.59,0.0,69.69,897.28
6299,2917,2023-04-15,2023-04-15 13:46:58,completed,apple_pay,East Matthewshire,MH,34533,407.36,0.0,20.53,427.89
6300,2320,2024-07-15,2024-07-15 08:26:57,shipped,gift_card,West Johnberg,VI,14084,278.85,0.0,19.4,298.25
6301,2920,2023-12-10,2023-12-10 18:25:27,completed,debit_card,East Adam,MO,62408,479.06,0.0,34.29,513.35
6302,8494,2024-11-24,2024-11-24 08:27:42,cancelled,debit_card,Hornport,MI,59893,3909.89,0.0,209.67,4119.56
6303,3235,2024-11-29,2024-11-29 12:24:49,delivered,gift_card,South Pamelaland,NJ,60540,131.97,0.0,13.07,145.04
6304,2819,2024-02-26,2024-02-26 12:15:32,delivered,debit_card,Edwardschester,UT,67107,556.81,0.0,52.29,609.1
6305,9054,2024-03-12,2024-03-12 14:00:46,cancelled,credit_card,East Kimberlystad,MT,61351,733.47,0.0,53.12,786.59
6306,4211,2023-09-04,2023-09-04 13:50:26,delivered,google_pay,Perezshire,DE,22063,1768.63,0.0,122.41,1891.04
6307,3268,2024-01-01,2024-01-01 11:36:23,completed,credit_card,Martinezside,SC,48493,64.71,0.0,6.33,71.04
6308,6101,2024-02-14,2024-02-14 20:37:26,cancelled,paypal,New Jared,MT,05644,1573.05,0.0,154.72,1727.77
6309,61,2024-09-25,2024-09-25 15:25:46,completed,credit_card,Joelberg,TN,68822,404.43,0.0,26.82,431.25
6310,8654,2023-11-14,2023-11-14 16:58:28,cancelled,credit_card,Williamshaven,MH,13965,222.67,0.0,17.66,240.33
6311,3231,2024-12-01,2024-12-01 11:06:14,completed,debit_card,Natalieshire,AS,90367,1124.58,0.0,87.55,1212.13
6312,11175,2024-08-11,2024-08-11 19:52:00,cancelled,paypal,Robersonland,NM,65790,1223.97,0.0,80.0,1303.97
6313,8290,2024-02-19,2024-02-19 07:04:09,completed,credit_card,Vasquezborough,PA,03126,78.88,0.0,7.13,86.01
6314,4279,2023-11-16,2023-11-16 18:59:00,completed,debit_card,East Sean,AR,49057,1347.32,0.0,126.55,1473.87
6315,3235,2023-12-10,2023-12-10 10:14:27,shipped,paypal,South Pamelaland,NJ,60540,172.29,0.0,11.28,183.57
6316,4120,2023-03-28,2023-03-28 07:52:16,completed,debit_card,Estradamouth,AL,22208,309.15,0.0,26.5,335.65
6317,10090,2023-07-17,2023-07-17 14:52:17,cancelled,paypal,Davidfurt,ID,18201,106.49,0.0,5.66,112.15
6318,11053,2023-12-08,2023-12-08 22:23:42,completed,debit_card,Diaztown,VI,92481,165.94,0.0,12.59,178.53
6319,4605,2023-11-07,2023-11-07 18:24:08,delivered,google_pay,Leahshire,VI,43188,531.15,0.0,40.5,571.65
6320,1385,2023-09-11,2023-09-11 21:41:37,shipped,paypal,Ortizhaven,MN,67585,306.95,0.0,25.53,332.48
6321,3235,2024-03-01,2024-03-01 19:35:17,returned,debit_card,South Pamelaland,NJ,60540,5339.12,0.0,530.86,5869.98
6322,10681,2023-04-14,2023-04-14 08:31:03,completed,google_pay,Tylertown,CT,01789,1807.59,0.0,166.18,1973.77
6323,3235,2024-08-08,2024-08-08 20:39:18,refunded,credit_card,South Pamelaland,NJ,60540,19.97,9.44,1.24,30.65
6324,7446,2023-07-20,2023-07-20 12:23:55,completed,debit_card,Collinsstad,UT,70709,1358.16,0.0,98.26,1456.42
6325,9587,2023-12-18,2023-12-18 18:01:13,completed,paypal,North Mark,PR,19941,2359.15,0.0,132.56,2491.71
6326,4722,2023-11-24,2023-11-24 19:26:45,completed,debit_card,New Jorgefurt,MS,53079,802.82,0.0,40.26,843.08
6327,3235,2024-01-02,2024-01-02 19:56:50,completed,debit_card,South Pamelaland,NJ,60540,27.43,5.8,1.93,35.16
6328,3235,2024-02-15,2024-02-15 20:51:34,pending,debit_card,South Pamelaland,NJ,60540,462.99,0.0,34.93,497.92
6329,11492,2023-10-16,2023-10-16 12:45:34,delivered,credit_card,West Dianaland,WY,90120,373.08,0.0,32.72,405.8
6330,11894,2024-02-21,2024-02-21 13:14:22,shipped,credit_card,Shawnchester,KY,57680,717.45,0.0,59.4,776.85
6331,3639,2024-07-18,2024-07-18 11:46:15,delivered,paypal,Hamiltonbury,MI,93169,333.1,0.0,26.55,359.65
6332,8341,2023-12-04,2023-12-04 15:56:24,delivered,apple_pay,Amyville,WI,42818,649.03,0.0,52.46,701.49
6333,5569,2024-11-01,2024-11-01 13:42:12,delivered,paypal,East Gary,NC,82881,325.54,0.0,27.37,352.91
6334,3235,2024-10-21,2024-10-21 07:21:09,completed,credit_card,South Pamelaland,NJ,60540,270.45,0.0,26.2,296.65
6335,2144,2023-05-19,2023-05-19 21:30:56,shipped,paypal,Port Johnborough,UT,91593,52.06,0.0,4.48,56.54
6336,172,2024-12-10,2024-12-10 10:39:54,completed,debit_card,Townsendborough,KY,07456,661.81,0.0,53.59,715.4
6337,9354,2024-10-04,2024-10-04 09:56:56,completed,apple_pay,East Brandon,VT,28732,455.93,0.0,23.09,479.02
6338,11782,2023-11-24,2023-11-24 17:53:38,shipped,credit_card,Carlmouth,LA,41703,504.3,0.0,29.87,534.17
6339,10884,2023-11-22,2023-11-22 20:09:53,returned,debit_card,South Davidborough,NE,71026,15.18,6.63,0.79,22.6
6340,9587,2024-11-29,2024-11-29 12:25:24,completed,credit_card,North Mark,PR,19941,185.2,0.0,13.9,199.1
6341,3956,2023-04-29,2023-04-29 18:01:40,shipped,credit_card,New Joseph,NM,66644,105.94,0.0,7.04,112.98
6342,2441,2024-12-08,2024-12-08 09:42:55,returned,credit_card,Dennishaven,AR,07360,796.33,0.0,49.23,845.56
6343,7514,2023-09-03,2023-09-03 17:46:03,pending,credit_card,South Ashley,NC,68725,605.01,0.0,40.26,645.27
6344,6101,2024-11-28,2024-11-28 21:30:15,completed,credit_card,New Jared,MT,05644,1059.19,0.0,62.22,1121.41
6345,8492,2023-09-27,2023-09-27 18:08:48,completed,credit_card,East Charlesborough,IL,27732,178.47,0.0,14.57,193.04
6346,3235,2024-04-13,2024-04-13 11:54:53,delivered,credit_card,South Pamelaland,NJ,60540,166.55,0.0,15.7,182.25
6347,10270,2023-11-01,2023-11-01 13:39:40,cancelled,google_pay,Janetmouth,IL,28633,591.23,0.0,55.03,646.26
6348,9108,2024-11-26,2024-11-26 18:40:02,pending,google_pay,Johnsonbury,ND,05244,406.97,0.0,32.64,439.61
6349,4625,2023-10-21,2023-10-21 20:49:41,shipped,debit_card,West Robert,CO,30806,461.82,0.0,34.13,495.95
6350,8502,2024-11-23,2024-11-23 17:56:27,delivered,debit_card,Thomasland,FL,39774,834.94,0.0,67.36,902.3
6351,6721,2023-11-07,2023-11-07 07:04:14,completed,credit_card,Robinsonshire,WI,01381,167.53,0.0,8.63,176.16
6352,6290,2024-01-16,2024-01-16 12:49:06,shipped,debit_card,Lake Stephanie,NE,11043,283.66,0.0,26.55,310.21
6353,123,2024-04-16,2024-04-16 14:48:47,pending,google_pay,South Diamondmouth,MT,47984,3561.9,0.0,250.64,3812.54
6354,3235,2023-11-22,2023-11-22 17:46:38,completed,debit_card,South Pamelaland,NJ,60540,440.54,0.0,32.16,472.7
6355,3235,2024-07-10,2024-07-10 10:24:12,completed,credit_card,South Pamelaland,NJ,60540,5054.31,0.0,488.62,5542.93
6356,10236,2023-07-22,2023-07-22 13:47:48,delivered,google_pay,Ruizmouth,MD,82213,684.7,0.0,40.54,725.24
6357,6059,2023-04-04,2023-04-04 11:21:27,delivered,credit_card,West Christophershire,CA,64010,170.66,0.0,10.38,181.04
6358,6721,2023-07-13,2023-07-13 03:39:35,delivered,credit_card,Robinsonshire,WI,01381,141.57,0.0,14.03,155.6
6359,5249,2023-06-17,2023-06-17 11:26:52,shipped,apple_pay,Port Amanda,ME,69326,182.34,0.0,12.66,195.0
6360,560,2023-12-17,2023-12-17 21:48:41,delivered,google_pay,Nunezborough,IL,63894,5235.87,0.0,443.91,5679.78
6361,7494,2024-07-30,2024-07-30 20:37:36,completed,paypal,Nguyenstad,NJ,50766,38.61,9.51,3.54,51.66
6362,5343,2024-12-17,2024-12-17 16:01:48,completed,apple_pay,New Jenniferland,VT,18365,463.18,0.0,31.61,494.79
6363,4324,2023-03-03,2023-03-03 10:28:01,returned,credit_card,Heatherfurt,MH,65340,654.48,0.0,38.96,693.44
6364,10236,2024-11-17,2024-11-17 21:21:49,delivered,credit_card,Ruizmouth,MD,82213,1006.07,0.0,55.3,1061.37
6365,3235,2024-09-27,2024-09-27 08:40:53,shipped,credit_card,South Pamelaland,NJ,60540,4028.18,0.0,342.93,4371.11
6366,9055,2024-12-14,2024-12-14 13:07:53,shipped,credit_card,South Jordanstad,ME,26737,201.8,0.0,16.25,218.05
6367,4211,2024-04-13,2024-04-13 20:33:58,completed,credit_card,Perezshire,DE,22063,386.69,0.0,32.95,419.64
6368,11175,2023-06-11,2023-06-11 23:10:06,completed,debit_card,Robersonland,NM,65790,121.63,0.0,8.77,130.4
6369,3235,2024-11-23,2024-11-23 11:38:42,completed,paypal,South Pamelaland,NJ,60540,530.66,0.0,40.75,571.41
6370,2440,2024-02-14,2024-02-14 15:55:27,returned,paypal,Brianview,FM,86776,171.3,0.0,16.89,188.19
6371,3956,2024-09-26,2024-09-26 13:16:53,pending,credit_card,New Joseph,NM,66644,16.08,4.63,1.32,22.03
6372,3235,2023-11-19,2023-11-19 18:33:00,refunded,credit_card,South Pamelaland,NJ,60540,462.28,0.0,44.14,506.42
6373,3235,2023-01-24,2023-01-24 08:02:41,shipped,debit_card,South Pamelaland,NJ,60540,373.59,0.0,28.64,402.23
6374,2403,2024-11-25,2024-11-25 19:01:34,cancelled,credit_card,West Anne,MP,26162,334.78,0.0,20.44,355.22
6375,10976,2023-12-11,2023-12-11 19:36:59,completed,google_pay,Lake Dustin,NE,89124,446.53,0.0,23.33,469.86
6376,11519,2023-12-17,2023-12-17 10:05:23,completed,apple_pay,East Kenneth,MI,56357,56.22,0.0,3.83,60.05
6377,4084,2023-07-05,2023-07-05 19:50:54,completed,credit_card,Weaverfort,DE,98695,510.75,0.0,48.28,559.03
6378,1089,2024-10-05,2024-10-05 20:29:49,cancelled,google_pay,Nancyborough,NH,93989,480.54,0.0,34.38,514.92
6379,11495,2023-09-14,2023-09-14 11:59:52,completed,credit_card,Debratown,VT,53425,55.24,0.0,4.36,59.6
6380,5958,2024-11-19,2024-11-19 10:41:06,completed,debit_card,Mcneilshire,ND,84917,53.83,0.0,3.91,57.74
6381,4447,2023-11-28,2023-11-28 02:04:26,shipped,credit_card,South Wesley,WV,98440,345.28,0.0,19.55,364.83
6382,7653,2023-09-14,2023-09-14 10:58:03,completed,credit_card,Rodriguezfurt,WA,89075,493.26,0.0,30.77,524.03
6383,5326,2023-04-14,2023-04-14 09:57:33,completed,credit_card,Hamptonborough,OH,37026,511.89,0.0,31.96,543.85
6384,3235,2024-11-07,2024-11-07 06:22:59,returned,credit_card,South Pamelaland,NJ,60540,2418.27,0.0,211.85,2630.12
6385,3235,2024-11-29,2024-11-29 18:31:51,delivered,apple_pay,South Pamelaland,NJ,60540,66.17,0.0,6.6,72.77
6386,4193,2023-10-04,2023-10-04 15:35:17,completed,paypal,Hoffmanshire,MN,35649,59.82,0.0,4.1,63.92
6387,5488,2024-08-10,2024-08-10 00:50:52,completed,debit_card,West Karen,UT,03866,200.81,0.0,12.42,213.23
6388,3235,2024-10-05,2024-10-05 08:19:38,completed,credit_card,South Pamelaland,NJ,60540,102.7,0.0,6.49,109.19
6389,7926,2023-11-28,2023-11-28 04:43:26,shipped,debit_card,South Kevinland,NC,19838,289.37,0.0,15.68,305.05
6390,10498,2023-07-31,2023-07-31 19:37:13,completed,paypal,Lake Joseshire,AK,10701,173.45,0.0,9.63,183.08
6391,10511,2023-08-17,2023-08-17 10:02:33,cancelled,debit_card,Lake Andrewfurt,AZ,66261,545.13,0.0,48.17,593.3
6392,7959,2023-03-18,2023-03-18 11:03:44,returned,apple_pay,Benjaminborough,CT,26403,290.02,0.0,27.76,317.78
6393,8940,2023-03-24,2023-03-24 19:41:23,returned,debit_card,Webbchester,UT,51266,301.07,0.0,25.38,326.45
6394,3235,2024-06-19,2024-06-19 06:19:23,completed,credit_card,South Pamelaland,NJ,60540,2804.75,0.0,150.31,2955.06
6395,2245,2023-11-03,2023-11-03 09:35:49,completed,apple_pay,Jaredmouth,GU,33450,573.22,0.0,28.94,602.16
6396,3235,2023-11-29,2023-11-29 12:45:55,completed,credit_card,South Pamelaland,NJ,60540,625.01,0.0,58.99,684.0
6397,10236,2024-07-10,2024-07-10 11:01:38,completed,debit_card,Ruizmouth,MD,82213,59.82,0.0,5.28,65.1
6398,3235,2024-08-15,2024-08-15 17:14:23,completed,debit_card,South Pamelaland,NJ,60540,405.92,0.0,26.04,431.96
6399,6149,2023-07-02,2023-07-02 00:41:04,delivered,apple_pay,Donnashire,ME,58019,611.34,0.0,42.46,653.8
6400,3235,2023-11-16,2023-11-16 10:06:25,completed,google_pay,South Pamelaland,NJ,60540,1503.56,0.0,143.28,1646.84
6401,9473,2024-12-06,2024-12-06 07:46:53,pending,apple_pay,Jameshaven,WA,28830,1727.58,0.0,96.4,1823.98
6402,3235,2024-08-16,2024-08-16 19:58:16,delivered,credit_card,South Pamelaland,NJ,60540,165.07,0.0,8.41,173.48
6403,8003,2023-02-10,2023-02-10 18:33:57,cancelled,debit_card,Paulfurt,KS,69481,232.24,0.0,20.44,252.68
6404,10236,2023-12-01,2023-12-01 07:09:46,shipped,debit_card,Ruizmouth,MD,82213,460.55,0.0,43.53,504.08
6405,2403,2024-11-03,2024-11-03 04:11:49,shipped,credit_card,West Anne,MP,26162,1604.03,0.0,89.76,1693.79
6406,11275,2023-08-02,2023-08-02 11:01:45,completed,credit_card,Christopherport,AL,78694,223.89,0.0,13.75,237.64
6407,479,2023-12-04,2023-12-04 18:09:05,delivered,credit_card,Jamesview,SD,96828,4349.05,0.0,344.89,4693.94
6408,3956,2023-09-30,2023-09-30 09:27:34,refunded,credit_card,New Joseph,NM,66644,322.35,0.0,21.29,343.64
6409,3235,2023-12-25,2023-12-25 10:41:50,completed,credit_card,South Pamelaland,NJ,60540,158.08,0.0,10.09,168.17
6410,3235,2024-11-23,2024-11-23 19:42:33,cancelled,credit_card,South Pamelaland,NJ,60540,889.14,0.0,47.91,937.05
6411,4636,2023-09-23,2023-09-23 07:43:06,completed,debit_card,New Andrew,NM,45065,615.34,0.0,48.42,663.76
6412,9545,2023-08-02,2023-08-02 18:05:32,shipped,credit_card,Port Brandonton,MD,06347,75.54,0.0,4.15,79.69
6413,7763,2024-11-26,2024-11-26 09:17:41,completed,paypal,New Karen,FM,59938,100.74,0.0,6.2,106.94
6414,4681,2024-09-20,2024-09-20 11:07:21,delivered,debit_card,South Angelachester,GU,14143,36.74,6.61,3.65,47.0
6415,5757,2023-07-16,2023-07-16 09:08:42,completed,debit_card,Gouldport,DE,33579,1789.73,0.0,136.01,1925.74
6416,827,2024-12-10,2024-12-10 08:43:47,delivered,google_pay,Donnahaven,NH,69519,527.39,0.0,52.62,580.01
6417,3235,2024-05-29,2024-05-29 17:56:11,shipped,debit_card,South Pamelaland,NJ,60540,210.56,0.0,13.85,224.41
6418,3845,2024-11-14,2024-11-14 07:38:15,completed,paypal,South Jason,NV,99158,1105.32,0.0,70.52,1175.84
6419,11990,2024-05-03,2024-05-03 07:05:35,shipped,debit_card,New Matthewport,AL,18792,130.43,0.0,7.13,137.56
6420,5484,2023-10-24,2023-10-24 01:54:16,completed,credit_card,Port Jaimeside,SC,14900,243.43,0.0,20.18,263.61
6421,1385,2024-10-08,2024-10-08 11:34:56,delivered,credit_card,Ortizhaven,MN,67585,722.29,0.0,41.53,763.82
6422,3235,2024-12-01,2024-12-01 10:15:10,shipped,credit_card,South Pamelaland,NJ,60540,2213.79,0.0,147.05,2360.84
6423,2836,2024-12-11,2024-12-11 19:44:21,delivered,paypal,Lake Bryan,ND,12733,264.33,0.0,16.11,280.44
6424,7372,2023-08-10,2023-08-10 10:52:10,completed,debit_card,Lake Davidland,MN,69775,89.73,0.0,5.18,94.91
6425,3235,2023-11-14,2023-11-14 20:32:36,delivered,credit_card,South Pamelaland,NJ,60540,83.11,0.0,7.25,90.36
6426,6692,2023-09-04,2023-09-04 12:28:28,cancelled,credit_card,Jamesville,CT,80813,92.2,0.0,5.36,97.56
6427,8654,2023-10-09,2023-10-09 12:14:31,delivered,credit_card,Williamshaven,MH,13965,1295.69,0.0,91.49,1387.18
6428,8690,2024-05-22,2024-05-22 16:14:19,delivered,debit_card,Bettychester,GA,54409,127.23,0.0,6.44,133.67
6429,1110,2024-07-06,2024-07-06 19:07:36,completed,credit_card,Dannyville,OR,61416,1244.53,0.0,90.19,1334.72
6430,3235,2024-02-12,2024-02-12 16:00:37,cancelled,credit_card,South Pamelaland,NJ,60540,43.34,9.61,3.3,56.25
6431,2053,2023-07-12,2023-07-12 11:39:01,delivered,credit_card,South Kyleport,LA,10293,265.06,0.0,22.92,287.98
6432,8200,2023-12-16,2023-12-16 16:51:51,completed,apple_pay,East Laurenfurt,LA,73228,229.0,0.0,18.05,247.05
6433,5640,2024-08-11,2024-08-11 12:01:31,delivered,credit_card,East Ashleyfurt,NM,93188,1725.26,0.0,135.12,1860.38
6434,3235,2023-01-09,2023-01-09 11:37:56,completed,credit_card,South Pamelaland,NJ,60540,57.4,0.0,4.62,62.02
6435,172,2023-12-05,2023-12-05 11:05:56,completed,credit_card,Townsendborough,KY,07456,121.68,0.0,10.67,132.35
6436,9409,2023-10-19,2023-10-19 16:45:07,completed,paypal,Thomasport,CA,50401,34.37,9.26,3.39,47.02
6437,3952,2023-09-06,2023-09-06 17:15:39,shipped,debit_card,South Lauraborough,OH,73490,133.49,0.0,13.16,146.65
6438,6101,2023-12-11,2023-12-11 08:40:11,completed,credit_card,New Jared,MT,05644,142.69,0.0,13.03,155.72
6439,4401,2023-02-12,2023-02-12 04:36:48,cancelled,credit_card,Lake Taylor,SC,14052,608.82,0.0,46.55,655.37
6440,3956,2024-03-06,2024-03-06 10:56:37,delivered,credit_card,New Joseph,NM,66644,921.58,0.0,83.17,1004.75
6441,9038,2023-11-26,2023-11-26 18:04:53,completed,gift_card,Jonathanstad,FL,42783,1397.68,0.0,86.98,1484.66
